filename,question,result,feedback
noaa_17271_DS1.pdf,What is signal acoustic condition/ multibeam?,- **Multibeam sonar systems**,1
noaa_21362_DS1.pdf,What is signal acoustic condition/ multibeam?,- **I don't know.**,0
noaa_29522_DS1.pdf,What is signal acoustic condition/ multibeam?,- **Multibeam sonar**,1
noaa_29521_DS1.pdf,What is signal acoustic condition/ multibeam?,- **I don't know.**,0
noaa_37528_DS1.pdf,What is signal acoustic condition/ multibeam?,- **Multibeam sonar uses sound to map seafloor depth and reflectivity.**,1
noaa_56115_DS1.pdf,What is signal acoustic condition/ multibeam?,"- **Multibeam sonar systems use multiple beams to map the seafloor, providing data on depth and acoustic reflectivity.**",1
noaa_10620_DS1.pdf,What is signal acoustic condition/ multibeam?,"**Signal acoustic condition for multibeam sonars:**

   - Sea Beam ""classic"" multibeam sonar
   - Hydrosweep DS multibeam sonar
   - Hydrosweep DS2 multibeam sonar
   - Hydrosweep MD multibeam sonar
   - Sea Beam 2000 multibeam sonar
   - Sea Beam 2112 and 2136 multibeam sonars
   - Sea Beam 2120 multibeam sonars
   - Simrad EM12, EM121, EM950, and EM1000 multibeam sonars
   - Simrad EM120, EM300, and EM3000 multibeam sonars
   - Simrad EM122, EM302, EM710, and EM3002 multibeam sonars
   - Simrad Mesotech SM2000 multibeam sonar
   - Hawaii MR-1 shallow tow interferometric sonar
   - ELAC Bottomchart and Bottomchart MkII shallow water multibeam sonars
   - Reson Seabat multibeam sonars (e.g., 9001, 8081, 7125)
   - WHOI DSL AMS-120 deep tow interferometric sonar
   - Sea Scan sidescan sonar
   - Furuno HS-1 multibeam sonar
   - Edgetech sidescan and subbottom profiler sonars
   - Imagenex DeltaT multibeam sonars
   - Odom ES3 multibeam sonar",2
noaa_12051_DS1.pdf,What is signal acoustic condition/ multibeam?,"**- R/V Kilo Moana is equipped with two Kongsberg multi-beam systems, the EM710 for shallower depths and the EM122 for deeper depths.

- The systems operate at frequencies of 70-100 kilohertz (kHz) and 30 kHz, respectively.

- The typical source levels (SL) of the EM710 and EM122 are 229 decibels (dB) re 1 microPascal (µP), respectively.

- The systems use active sonar to map the depth and contours of the sea floor (bathymetry).**",2
noaa_50160_DS1.pdf,What is signal acoustic condition/ multibeam?,- **Echo sounder sonar technology**,1
noaa_10612_DS1.pdf,What is signal acoustic condition/ multibeam?,*Multibeam sonar*,1
noaa_64474_DS1.pdf,What is signal acoustic condition/ multibeam?,"- **Multibeam sonar collects data on seafloor depth, acoustic reflectivity, and water column reflectivity.**",1
noaa_14853_DS1.pdf,What is signal acoustic condition/ multibeam?,- **Multibeam sonar systems collect detailed bathymetric data by emitting sound waves and measuring their return after reflecting off the seafloor.**,1
noaa_32908_DS1.pdf,What is signal acoustic condition/ multibeam?,"- **Seafloor bathymetry, backscatter, and water column characteristics**",1
noaa_9691_DS1.pdf,What is signal acoustic condition/ multibeam?,"- **Seafloor bathymetry, backscatter, and water column reflectivity measurements**",1
noaa_30911_DS1.pdf,What is signal acoustic condition/ multibeam?,"- **Multibeam sonar collects seafloor bathymetry, backscatter, and water column data.**",1
noaa_28170_DS1.pdf,What is signal acoustic condition/ multibeam?,"**The signal acoustic condition for multibeam sonar data collection is typically influenced by factors like water depth, seafloor composition, and the presence of any obstacles or features that can affect sound wave transmission and reception. In the provided context, it is mentioned that the ship used an EK60 single-beam sonar and a multibeam sonar (Kongsberg EM 302) for data collection.**",2
noaa_27816_DS1.pdf,What is signal acoustic condition/ multibeam?,- **Multibeam sonar system used for seafloor mapping and water column backscatter data collection.**,1
noaa_30954_DS1.pdf,What is signal acoustic condition/ multibeam?,"- **Multibeam sonar is used to collect seafloor bathymetry, seafloor backscatter, and water column backscatter.**",1
noaa_9420_DS1.pdf,What is signal acoustic condition/ multibeam?,- **Beam footprint and coverage**,1
noaa_21363_DS1.pdf,What is signal acoustic condition/ multibeam?,"**Signal Acoustic Condition/Multibeam:**

    - The first multibeam block experienced a timed out error during the first line, requiring continual shifting of Sentry to align with the planned track.
    - The remainder of the first multibeam block went without any issues, covering an 800m by 500m square area.
    - The second multibeam block, a larger 2500m by 620m square block, went well without any issues.
    - Both multibeam surveys collected water column data.
    - A 750m by 405m photo survey followed the multibeam surveys, but issues with the camera and sonar status were encountered.
    - The dive was ended due to oncoming weather.**",2
,,,38
