filename,question,result
ifm-geomar_rep34.pdf,What is the duration mission?,- **26.08.10 11:27 to 26.08.10 14:27 (3 hours)**
ifm-geomar_rep29.pdf,What is the duration mission?,"- **1 hour and 25 minutes** (20.08.10 11:02 to 12:15)
- **22 hours and 2 minutes** (21.08.10 15:13 to 23.08.10 13:15)"
ifm-geomar_rep40.pdf,What is the duration mission?,- **3 hours**
ifm-geomar_rep44.pdf,What is the duration mission?,"- **January 11 to February 25: 45 days**
- **26.08.10 11:27 to 26.08.10 14:27 (3 hours bottom time)**"
ifm-geomar_rep10.pdf,What is the duration mission?,"- **3 hours**
- **January 11 to February 25: 45 days (1080 hours)**"
ifm-geomar_rep30.pdf,What is the duration mission?,- **3 hours**
ifm-geomar_rep37.pdf,What is the duration mission?,- **16 hours and 25 minutes (from 11:27 on 26.08.10 to 03:52 on 27.08.10)**
ifm-geomar_rep7.pdf,What is the duration mission?,"- **4 hours 25 minutes**
- **January 11 to February 25: 45 days**"
ifm-geomar_rep18.pdf,What is the duration mission?,**240 hours**
ifm-geomar_rep8.pdf,What is the duration mission?,*312 hours*
geomar_rep_ns_57_2021.pdf,What is the duration mission?,*149 hours*
ifm-geomar_rep31.pdf,What is the duration mission?,**~29 hours**
ifm-geomar_rep32.pdf,What is the duration mission?,"The duration of the missions listed are as follows:

*Mission 008: 4.5 hours*
*Mission 018: 4.5 hours*
*Mission 028: 6.5 hours*
*Mission 037: 1 hour*
*Mission 044: 6 hours*
*Mission 049: 6.5 hours*
*Mission 050: 3 hours (aborted)*

The total mission time for these missions is approximately **32 hours**."
ifm-geomar_rep21.pdf,What is the duration mission?,The duration of mission 44 is **6 hours**.
geomar_rep_ns_30_2016.pdf,What is the duration mission?,* 29 hours *
ifm-geomar_rep35.pdf,What is the duration mission?,**~29 hours**
ifm-geomar_rep3_t.pdf,What is the duration mission?,**~29 hours**
geomar_rep_ns_42_2018.pdf,What is the duration mission?,**~29 hours**
ifm-geomar_rep15.pdf,What is the duration mission?,"- **Mission 008: 4.5 hours**
- **Mission 018: 4.5 hours**
- **Mission 028: 6.5 hours**
- **Mission 037: 1 hour**
- **Mission 044: 6 hours**
- **Mission 049: 6.5 hours**
- **Mission 050: 3 hours (aborted)**"
geomar_rep_ns_55_2020.pdf,What is the duration mission?,**~29 hours**
ifm-geomar-rep2.pdf,What is the duration mission?,"- **4.5 hours**
- **4.5 hours**
- **6.5 hours**
- **1 hour**
- **6 hours**
- **6.5 hours**
- **3 hours**

"
ifm-geomar_rep16.pdf,What is the duration mission?,**~29h mission time**
ifm-geomar_rep41.pdf,What is the duration mission?,**~29 hours**
ifm-geomar_rep11.pdf,What is the duration mission?,**~29 hours**
ifm-geomar-rep1.pdf,What is the duration mission?,"The total mission time is approximately:

- **29 hours**"
ifm-geomar_rep36.pdf,What is the duration mission?,"*4.5 hours*
*4.5 hours*
*6.5 hours*
*1 hour*
*6 hours*
*6.5 hours*

**Total: 29 hours**"
ifm-geomar_rep47.pdf,What is the duration mission?,**~29h**
ifm-geomar_rep24.pdf,What is the duration mission?,"- **4.5 hours (Mission 008)**
- **4.5 hours (Mission 018)**
- **6.5 hours (Mission 028)**
- **1 hour (Mission 037)**
- **6 hours (Mission 044)**
- **6.5 hours (Mission 049)**

Total: **29 hours**"
ifm-geomar_rep20.pdf,What is the duration mission?,"- **4.5h**
- **4.5h**
- **6.5h**
- **1h**
- **6h**
- **6.5h**
- **3h**

Total duration: **32 hours**"
ifm-geomar_rep46.pdf,What is the duration mission?,**~29 hours**
