filename,question,result,feedback
ifm-geomar_rep31.pdf,What is signal acoustic condition/ multibeam?,- **Phase and amplitude for beam accuracy**,1.0
ifm-geomar_rep32.pdf,What is signal acoustic condition/ multibeam?,- *A combination of phase and amplitude is used for measurement accuracy.*,1.0
ifm-geomar_rep21.pdf,What is signal acoustic condition/ multibeam?,"- *Phase and amplitude combination for measurement*
",1.0
ifm-geomar_rep35.pdf,What is signal acoustic condition/ multibeam?,- *Multibeam sonar uses equi-angular beams to measure depth and can provide bathymetric data and backscatter imagery.*,1.0
geomar_rep_ns_42_2018.pdf,What is signal acoustic condition/ multibeam?,- **Phase and amplitude combination for accuracy**,1.0
ifm-geomar_rep15.pdf,What is signal acoustic condition/ multibeam?,- **Acoustic signal sampled at 3.2ms intervals**,1.0
geomar_rep_ns_55_2020.pdf,What is signal acoustic condition/ multibeam?,- **Combination of phase and amplitude**,1.0
ifm-geomar_rep16.pdf,What is signal acoustic condition/ multibeam?,- **Phase and amplitude combination for measurement accuracy**,1.0
ifm-geomar_rep41.pdf,What is signal acoustic condition/ multibeam?,- **Multibeam sonar uses phase and amplitude to measure depth accurately.**,1.0
ifm-geomar_rep11.pdf,What is signal acoustic condition/ multibeam?,- **200 kHz with 256 beams or 400 kHz with 512 beams**,1.0
ifm-geomar_rep36.pdf,What is signal acoustic condition/ multibeam?,- *200 kHz with 256 equi-angular beams and 400 kHz with 512 equi-angular beams*,1.0
ifm-geomar_rep47.pdf,What is signal acoustic condition/ multibeam?,- **Operates at 200 kHz with 256 beams and 400 kHz with 512 beams.**,1.0
ifm-geomar_rep24.pdf,What is signal acoustic condition/ multibeam?,- *Phase and amplitude combination*,1.0
ifm-geomar_rep20.pdf,What is signal acoustic condition/ multibeam?,- **Phase and amplitude**,1.0
ifm-geomar_rep46.pdf,What is signal acoustic condition/ multibeam?,- **200 kHz with 256 beams and 400 kHz with 512 beams**,1.0
ifm-geomar_rep6.pdf,What is signal acoustic condition/ multibeam?,- **Amplitude and phase used for measurement**,1.0
ifm-geomar_rep45-red.pdf,What is signal acoustic condition/ multibeam?,"- *Multibeam sonar uses a combination of phase and amplitude to measure depth with accuracy, independent of the beam pointing angle.*",1.0
ifm-geomar_rep25.pdf,What is signal acoustic condition/ multibeam?,- **Phase and amplitude combination for measurement accuracy**,1.0
ifm-geomar_rep50-red.pdf,What is signal acoustic condition/ multibeam?,"- *Multibeam sonar uses a combination of phase and amplitude to achieve measurement accuracy, independent of beam pointing angle.*",1.0
ifm-geomar_rep4.pdf,What is signal acoustic condition/ multibeam?,- **Amplitude and phase combination**,1.0
ifm-geomar_rep39.pdf,What is signal acoustic condition/ multibeam?,- **Beam and angle dependent**,1.0
ifm_geomar_rep5.pdf,What is signal acoustic condition/ multibeam?,- **Combination of phase and amplitude**,1.0
ifm-geomar_rep13.pdf,What is signal acoustic condition/ multibeam?,- **Multibeam sonar uses multiple beams to measure depths across a swath of the seafloor.**,1.0
ifm-geomar_rep43.pdf,What is signal acoustic condition/ multibeam?,- **Beam geometry and refraction adjustments**,1.0
ifm-geomar_rep27.pdf,What is signal acoustic condition/ multibeam?,"*The multibeam sonar operates by emitting a single transmission that illuminates a swath on the sea floor, with reception beams processing the return signal to measure depth and backscatter.*",1.0
